nodes,node_labels,adj_labels,adj_nodes
ACQSC Handbooks,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC_Open_Disclosure.pdf', 'acqsc_psychotropic_medications_v11.pdf', 'acqsc_resolving-concerns-factsheet_0.pdf', 'acqsc_working_with_aged_care_consumers_-_resource.pdf', 'Design Your Care Activity - updated v2.docx', 'design_your_care_activity_-_updated.pdf', 'referrals_to_other_organisations_fact_sheet_jan_2020.pdf']"
ACQSC Human Resources,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Application Cover form.doc', 'Complaints Officer APS5 APS6- Job Package- Temp register.pdf', 'Fact sheet Human resource management.docx', 'Senior Quality Assessor - Job Papackage- Temp Register .pdf']"
ACQSC Key changes for providers,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'Fact sheet - changes to the Rules - external facing.pdf', 'Key changes for providers from January 1 2020 - Accreditation and re-accreditation.pdf', 'Key changes for providers from January 1 2020 - Assessment contacts.pdf', 'Key changes for providers from January 1 2020 - Quality reviews.pdf', 'Key changes for providers from January 1 2020 - Review audits.pdf', 'Key changes for providers from January 1 2020 - Serious risk.pdf', 'Key changes for providers from January 1 2020 - Timetable for improvement.pdf']"
ACQSC Newsletter,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'Newsletter - April 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - August 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - February 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - June 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - March 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - May 2019 _ Aged Care Quality and Safety Commission.pdf']"
ACQSC Notice of Collection,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'Notice of Collection - Arabic_0.pdf', 'Notice of Collection.pdf', 'Notice of Collection_2.pdf', 'notice_of_collection_-_dutch.pdf', 'notice_of_collection_-_french.pdf', 'notice_of_collection_-_german.pdf', 'notice_of_collection_-_greek.pdf', 'notice_of_collection_-_hindi.pdf', 'notice_of_collection_-_hungarian.pdf', 'notice_of_collection_-_korean.pdf', 'notice_of_collection_-_latvian.pdf', 'notice_of_collection_-_macedonian.pdf', 'notice_of_collection_-_polish.pdf', 'notice_of_collection_-_portuguese.pdf', 'notice_of_collection_-_russian.pdf', 'notice_of_collection_-_serbian.pdf', 'notice_of_collection_-_turkish.pdf', 'notice_of_collection_-_ukranian.pdf']"
ACQSC Regulatory Bulletin,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'rb_2019-03_exclusion_of_specific_dates_for_unannounced_visits.pdf', 'rb_2019-03_exclusion_of_specific_dates_for_unannounced_visits_0.docx', 'rb_2019-04_responding_to_non-compliance_with_the_acqs.docx', 'rb_2019-04_responding_to_non-compliance_with_the_acqs.pdf', 'rb_2019-05_acqs_performance_assessment_methodology.pdf', 'rb_2019-05_acqs_performance_assessment_methodology_0.docx', 'rb_2019-06_regulatory_decision-making.docx', 'rb_2019-06_regulatory_decision-making.pdf', 'rb_2019-07_reconsideration_of_regulatory_decisions.docx', 'rb_2019-07_reconsideration_of_regulatory_decisions.pdf', 'rb_2019-08_regulation_of_physical_and_chemical_restraint_0.docx', 'rb_2019-08_v2.1.pdf', 'rb_2020-09_assessment_contacts_in_residential_and_home_services.pdf', 'rb_2020-09_assessment_contacts_in_residential_and_home_services_0.docx', 'rb_2020-10_quality-assessor-registration.docx', 'rb_2020-10_quality_assessor_registration.pdf', 'rb_2020-11_publication_of_provider_performance_information_07_2020.docx', 'rb_2020-11_publication_of_provider_performance_information_07_2020.pdf']"
ACQSC Sector Performance,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Sector Performance Data_April - June 2019.pdf', 'ACQSC-001-Sector_Performance_Data_JUL-DEC18_v12.pdf', 'ACQSC_Sector_Performance_Data_JAN-MAR19_v5.pdf', 'ACQSC_Sector_Performance_Data_JUL-SEP_2019.pdf', 'ACQSC_Sector_Performance_Data_October-December_2019 final.pdf']"
ACQSC Statements,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'Commission Statement of Expectations - 25 February 2019.pdf', 'Commission Statement of Intent 2019.pdf', 'Social Media Acceptable Use Policy - Aged Care Quality and safety.pdf', 'Social Media Disclaimer.pdf', 'Social Media Privacy Statement - Aged Care Quality and safety_1.pdf']"
COVID-19,FOLDER,"['FOLDER', 'FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'Handbooks', 'a3_poster_-_how_to_stay_safe_from_covid-19.pdf', 'a3_poster_-_what_to_expect_during_a_covid-19_outbreak.pdf', 'a4_guide_-_what_to_expect_during_a_covid-19_outbreak.pdf', 'a4_how-to_guide_-_how_to_stay_safe_from_covid-19.pdf', 'ACQSC Schematic.pdf', 'acqsc_factsheet_res_covid_questions_v4.pdf', 'acqsc_fact_sheet_industry_code_covid_visit.pdf', 'are_you_alert_and_ready_-_home_care_services.pdf', 'are_you_alert_and_ready_residential_all_states.pdf', 'are_you_alert_and_ready_v1.pdf', 'Correspondence_COVID_Preparedness_7_July_2020.pdf', 'covid-19-flowchart_a3_posters_v12.pdf', 'covid-19_-_etiquette_-_coughing.pdf', 'covid-19_-_etiquette_-_sneezing.pdf', 'covid-19_keeping_yourself_safe_storyboard.pdf', 'covid-19_keeping_yourself_safe_storyboard_explainer.docx', 'covid-19_keeping_yourself_safe_storyboard_explainer.pdf', 'covid-19_keeping_your_loved_one_safe_in_residential_care_storyboard_user_guide.docx', 'covid-19_keeping_your_loved_one_safe_in_residential_care_storyboard_user_guide.pdf', 'covid-19_self_isolation_storyboard.pdf', 'covid-19_self_isolation_storyboard_explainer.docx', 'covid-19_self_isolation_storyboard_explainer.pdf', 'covid-19_social_and_physical_distancing_storyboard.pdf', 'covid-19_social_and_physical_distancing_storyboard_explainer.docx', 'covid-19_social_and_physical_distancing_storyboard_explainer.pdf', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard.pdf', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard_explainer.docx', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard_explainer.pdf', 'covid-19_working_safely_in_community_care_storyboard.pdf', 'covid-19_working_safely_in_community_care_storyboard_explainer.docx', 'covid-19_working_safely_in_community_care_storyboard_explainer.pdf', 'email_footer_-_how_to_stay_safe_from_covid-19.pdf', 'keeping_your_loved_one_safe_in_residential_care_storyboard.pdf', 'social_media_tile_-_how_to_stay_safe_from_covid-19.pdf', 'website_banner_-_how_to_stay_safe_from_covid-19.pdf', 'coronavirus-covid-19-when-to-use-personal-protective-equipment-in-aged-care.pdf', 'flu_vax_poster_aged_care_residential.pdf']"
Other,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Enterprise Agreement 2019-2022.pdf', 'acqsc_six_steps_for_safe_prescribing.pdf', 'acqsc_translated-information-for-consumer-poster_acc.pdf', 'FOI Application Form - December 2018.pdf', 'self-assessment_tool_psychotropic_medications_0.docx', 'Summary of actions - Directions Issued Wynwood Nursing Home.pdf', 'Unexplained absence form 27 02 2020.docx']"
HammondCare - Miranda,FOLDER,"['FOLDER', 'FILE']","['ACQSC Accreditation', 'PUBLICATION NTA HammondCare_Miranda.pdf']"
Minda Nursing Home,FOLDER,"['FOLDER', 'FILE']","['ACQSC Accreditation', 'publication_nta_minda_nursing_home.pdf']"
Newmarch House,FOLDER,"['FOLDER', 'FILE']","['ACQSC Accreditation', 'Newmarch House Notice to agree.pdf']"
St Elizabeth Home,FOLDER,"['FOLDER', 'FILE']","['ACQSC Accreditation', 'St Elizabeth Home - Notice to agree.pdf']"
St Vincent’s Care Services Heathcote,FOLDER,"['FOLDER', 'FILE']","['ACQSC Accreditation', ""PUBLICATION NTA St Vincent's Care Services Heathcote.pdf""]"
Aged Care Quality Standards Storyboards,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC Aged Care Quality Standards', 'Standards_Storyboards_Overview.pdf', 'standards_storyboard_User-guide_PDF.pdf', 'standards_storyboard_User-guide_Word.docx', 'storyboard-dignity-of-risk_hr.pdf', 'storyboard-open_disclosure_hr.pdf', 'storyboard-quality-standards_hr.pdf', 'storyboard-standard_1_hr_0.pdf', 'storyboard-standard_2_HR_v2.pdf', 'storyboard-standard_3_hr_0.pdf', 'storyboard-standard_4_hr.pdf', 'storyboard-standard_5_hr.pdf', 'storyboard-standard_6_hr.pdf', 'storyboard-standard_7_hr.pdf', 'storyboard-standard_8_hr.pdf']"
Quality Standards Consumer Outcome Poster,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC Aged Care Quality Standards', 'acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf']"
A Little Yarn,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC Charter of Aged Care Rights', 'a_little_yarn-alyawarra.pdf', 'a_little_yarn-arrernte.pdf', 'a_little_yarn-english.pdf', 'a_little_yarn-luritja.pdf', 'a_little_yarn-pitjantjatjarra.pdf', 'a_little_yarn-tsi_creole.pdf', 'a_little_yarn-warlpiri.pdf', 'a_little_yarn_alyawarra_factsheet.pdf', 'a_little_yarn_arrernte_factsheet.pdf', 'a_little_yarn_english_factsheet.pdf', 'a_little_yarn_luritja_factsheet.pdf', 'a_little_yarn_pitjantjatjarra_fact_sheet.pdf', 'a_little_yarn_tsi_creole_factsheet.pdf', 'a_little_yarn_warlpiri_factsheet.pdf']"
Assault,FOLDER,"['FOLDER', 'FILE', 'FILE']","['ACQSC Charter of Aged Care Rights', 'Reportable_Assault_Form_070120.docx', '[D19-1430255] Reportable assault flowchart 2020.pdf']"
Charter of Rights Booklet,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC Charter of Aged Care Rights', 'Accessible_word_version of Charter of Aged Care Rights booklet.docx', 'ACQSC_Charter-of-Rights_A5_Booklet_V11b.pdf', 'acqsc_charter_of_rights_a5_booklet_-_arabic.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_simplified.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_traditional.pdf', 'acqsc_charter_of_rights_a5_booklet_-_croatian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_dutch.pdf', 'acqsc_charter_of_rights_a5_booklet_-_german.pdf', 'acqsc_charter_of_rights_a5_booklet_-_greek.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hindi.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hungarian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_italian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_korean.pdf', 'acqsc_charter_of_rights_a5_booklet_-_macedonian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_maltese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_polish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_russian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_serbian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_spanish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_vietnamese.pdf']"
Restrain Scenarios,FOLDER,"['FOLDER', 'FILE']","['ACQSC Charter of Aged Care Rights', 'restraint_scenarios_v1.pdf']"
Annual Reports,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Aged Care Complaints Commissioner', 'Aged Care Complaints Commissioner – Annual Report 2017–18.pdf', 'aged-care-complaints-commissioner-annual-report-2015-16.docx', 'aged-care-complaints-commissioner-annual-report-2015-16.pdf', 'aged_care_complaints_commissioner_annual_report_2017-18.docx', 'Annual-Report-2016-17-PDF.pdf', 'annual-report-2016-17-word.docx']"
Corporate Plan,FOLDER,"['FOLDER', 'FILE', 'FILE']","['Aged Care Complaints Commissioner', 'Aged Care Complaints Commissioner - Corporate Plan - Quality improvement sub-plan_1.pdf', 'aged-care-complaints-commissioners-corporate-plan-2017-and-2018.pdf']"
Advance Care Planning,FOLDER,"['FOLDER', 'FILE', 'FILE']","['Handbooks', 'report-national-acd-prevalence-study-2019.pdf', 'SDM-Policy-Guidelines.pdf']"
Clinical Care Standards,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE']","['Handbooks', 'Antimicrobial-Stewardship-Clinical-Care-Standard-web.pdf', 'Delirium-CCS-Clinician-Fact-sheet-Web-PDF.pdf', 'Delirium-Clinical-Care-Standard-Web-PDF.pdf']"
Dementia,FOLDER,"['FOLDER', 'FILE', 'FILE']","['Handbooks', 'Helpsheet-Environment03_HowToDesign_english.pdf', 'LAVER_Dementia_Guidleines_recommendations_PRVW5.pdf']"
Diabetes,FOLDER,"['FOLDER', 'FILE']","['Handbooks', '01ebfd4b-99b9-439e-8c19-126090cbb9c3.pdf']"
Food and Nutrition,FOLDER,"['FOLDER', 'FILE', 'FILE']","['Handbooks', 'BestPracticeFoodandNutritionManualforAgedCareEdition2.1.pdf', 'NationalMealsGuidelines2016.pdf']"
Mental Health,FOLDER,"['FOLDER', 'FILE', 'FILE', 'FILE']","['Handbooks', 'BL_1263A 06_16.pdf', 'BL_1263A_06_16.pdf', 'Recognising-Signs-of-Deterioration-in-a-Persons-Mental-State-Gaskin-Research-Final-Report.pdf']"
Sexual Assessment,FOLDER,"['FOLDER', 'FILE']","['Handbooks', 'DCRC-Sexuality-Assessment-Tool-SexAT.pdf']"
Best in Care Australia - Actions.pdf,FILE,"['FOLDER', 'CATEGORY']","['Data', 'Other']"
Bupa Seaforth - Actions.pdf,FILE,"['FOLDER', 'CATEGORY']","['Data', 'Other']"
PCA018_Guiding-Principles-for-PC-Aged-Care_W03-002.pdf,FILE,"['FOLDER', 'CATEGORY']","['Data', 'Other']"
Sector performance_External report definitions.pdf,FILE,"['FOLDER', 'CATEGORY']","['Data', 'Other']"
La Trobe Literature review final report 9 March 2018 PDF.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA (Australian Aged Care Quality Agency)', 'Report', 'Quality and Safety']"
la_trobe_analysis_of_cer_data.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA (Australian Aged Care Quality Agency)', 'Report', 'Consumer Experience']"
report_on_review_of_infection_control_in_residential_aged_care_in_australia_april_2018.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA (Australian Aged Care Quality Agency)', 'Report', 'Medical']"
aacq043_annual_report_2014_web_doc.docx,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
aacq043_annual_report_2014_web_pdf.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
aacqa_annual_report_2015_accessible_revised.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
aacqa_annual_report_2017-18.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
aacqa_annual_report_2017_printed_pdf.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
aacqa_annual_report_accessibility_17_november_corrected.docx,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
aacqa_table_a_executive_remuneration.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report', 'Executive Remuneration']"
aacqa_table_a_executive_remuneration.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report', 'Executive Remuneration']"
aacq_annual_report_2016_accessible_web_pdf.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report']"
working_together_for_quality_aged_care_-_stakeholder_roundtable_report.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Annual Reports', 'Annual Report', 'Stakeholder Report']"
AACQAConsumerExperienceReportTrends.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Audits', 'Consumer Experience', 'Audit']"
Phase 2 report - FINAL - June 2018.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Audits', 'Consumer Experience', 'Audit']"
quality_agency_regulator_performance_measures.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Audits', 'Audit']"
Transcriptwebinarunnanounced5June18.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Audits', 'Audit']"
501 Respite and Care Services5385-7-cer.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['501 Care Services', 'Audit', '501 Care Services']"
501 Respite and Care Services5385-7-cera.doc,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['501 Care Services', 'Audit', '501 Care Services']"
501 Respite and Care Services5385-7.doc,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['501 Care Services', 'Audit', '501 Care Services']"
501CareCentre6.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['501 Care Services', 'Audit', '501 Care Services']"
local-501respiteandcareservices4-1268785031.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['501 Care Services', 'Audit', '501 Care Services']"
local-501respitecareservices5-1363905399.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['501 Care Services', 'Audit', '501 Care Services']"
70LoweStreet3476-6-cer.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['70 Lowe Street', 'Audit', '70 Lowe Street']"
70LoweStreet3476-6-cera.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['70 Lowe Street', 'Audit', '70 Lowe Street']"
70lowestreet3476-6.doc.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['70 Lowe Street', 'Audit', '70 Lowe Street']"
70LoweStreet5.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['70 Lowe Street', 'Audit', '70 Lowe Street']"
local-70lowestreet3-1242177222.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['70 Lowe Street', 'Audit', '70 Lowe Street']"
local-70lowestreet4-1336955238.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['70 Lowe Street', 'Audit', '70 Lowe Street']"
AHOrrLodge0007-6-cer.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['A H Orr Lodge', 'Audit', 'A H Orr Lodge']"
